Season,Round,Region Number,Region Name,Seed,Score,School,School,Score,Seed,,,
2011-2012,1,3,East,1,72,syracuse,unc-asheville,65,16,,,
2011-2012,1,3,East,2,78,ohio-state,loyola-(md),59,15,,,
2011-2012,1,3,East,3,86,florida-state,st.-bonaventure,63,14,,,
2011-2012,1,3,East,4,73,wisconsin,montana,49,13,,,
2011-2012,1,3,East,5,79,vanderbilt,harvard,70,12,,,
2011-2012,1,3,East,6,65,cincinnati,texas,59,11,,,
2011-2012,1,3,East,7,77,gonzaga,west-virginia,54,10,,,
2011-2012,1,3,East,8,70,kansas-state,southern-mississippi,64,9,,,
2011-2012,1,4,Midwest,1,77,north-carolina,vermont,58,16,,,
2011-2012,1,4,Midwest,2,65,kansas,detroit-mercy,50,15,,,
2011-2012,1,4,Midwest,3,74,georgetown,belmont,59,14,,,
2011-2012,1,4,Midwest,4,60,michigan,ohio,65,13,,,
2011-2012,1,4,Midwest,5,44,temple,south-florida,58,12,,,
2011-2012,1,4,Midwest,6,65,san-diego-state,nc-state,79,11,,,
2011-2012,1,4,Midwest,7,69,saint-mary's-(ca),purdue,72,10,,,
2011-2012,1,4,Midwest,8,58,creighton,alabama,57,9,,,
2011-2012,2,1,South,1,87,kentucky,iowa-state,71,8,,,
2011-2012,2,1,South,15,58,lehigh,xavier,70,10,,,
2011-2012,2,1,South,3,80,baylor,colorado,63,11,,,
2011-2012,2,1,South,4,63,indiana,virginia-commonwealth,61,12,,,
2011-2012,2,2,West,1,65,michigan-state,saint-louis,61,9,,,
2011-2012,2,2,West,15,50,norfolk-state,florida,84,7,,,
2011-2012,2,2,West,3,62,marquette,murray-state,53,6,,,
2011-2012,2,2,West,4,59,louisville,new-mexico,58,5,,,
2011-2012,2,3,East,1,75,syracuse,kansas-state,59,8,,,
2011-2012,2,3,East,2,73,ohio-state,gonzaga,66,7,,,
2011-2012,2,3,East,3,56,florida-state,cincinnati,62,6,,,
2011-2012,2,3,East,4,60,wisconsin,vanderbilt,57,5,,,
2011-2012,2,4,Midwest,1,87,north-carolina,creighton,73,8,,,
2011-2012,2,4,Midwest,2,63,kansas,purdue,60,10,,,
2011-2012,2,4,Midwest,3,63,georgetown,nc-state,88,11,,,
2011-2012,2,4,Midwest,13,62,ohio,south-florida,56,12,,,
2011-2012,3,1,South,1,102,kentucky,indiana,90,4,,,
2011-2012,3,1,South,10,70,xavier,baylor,75,3,,,
2011-2012,3,2,West,1,44,michigan-state,louisville,57,4,,,
2011-2012,3,2,West,7,68,florida,marquette,58,3,,,
2011-2012,3,3,East,1,84,syracuse,wisconsin,83,4,,,
2011-2012,3,3,East,2,81,ohio-state,cincinnati,66,6,,,
2011-2012,3,4,Midwest,1,73,north-carolina,ohio,65,13,,,
2011-2012,3,4,Midwest,2,60,kansas,nc-state,57,11,,,
2011-2012,4,1,South,1,82,kentucky,baylor,70,3,,,
2011-2012,4,2,West,4,72,louisville,florida,68,7,,,
2011-2012,4,3,East,1,70,syracuse,ohio-state,77,2,,,
2011-2012,4,4,Midwest,1,67,north-carolina,kansas,80,2,,,
2011-2012,5,1,Final Four,1,69,kentucky,louisville,61,4,,,
2011-2012,5,2,Final Four,2,62,ohio-state,kansas,64,2,,,
2011-2012,6,1,Championship,1,67,kentucky,kansas,59,2,,,
2012-2013,1,1,Midwest,1,79,louisville,north-carolina-a&t,48,16,,,
2012-2013,1,1,Midwest,2,73,duke,albany-(ny),61,15,,,
2012-2013,1,1,Midwest,3,65,michigan-state,valparaiso,54,14,,,
2012-2013,1,1,Midwest,4,64,saint-louis,new-mexico-state,44,13,,,
2012-2013,1,1,Midwest,5,55,oklahoma-state,oregon,68,12,,,
2012-2013,1,1,Midwest,6,54,memphis,saint-mary's-(ca),52,11,,,
2012-2013,1,1,Midwest,7,67,creighton,cincinnati,63,10,,,
2012-2013,1,1,Midwest,8,84,colorado-state,missouri,72,9,,,
2012-2013,1,2,West,1,64,gonzaga,southern,58,16,,,
2012-2013,1,2,West,2,95,ohio-state,iona,70,15,,,
2012-2013,1,2,West,3,62,new-mexico,harvard,68,14,,,
2012-2013,1,2,West,4,61,kansas-state,la-salle,63,13,,,
2012-2013,1,2,West,5,46,wisconsin,mississippi,57,12,,,
2012-2013,1,2,West,6,81,arizona,belmont,64,11,,,
2012-2013,1,2,West,7,58,notre-dame,iowa-state,76,10,,,
2012-2013,1,2,West,8,55,pittsburgh,wichita-state,73,9,,,
2012-2013,1,3,South,1,64,kansas,western-kentucky,57,16,,,
2012-2013,1,3,South,2,68,georgetown,florida-gulf-coast,78,15,,,
2012-2013,1,3,South,3,79,florida,northwestern-state,47,14,,,
2012-2013,1,3,South,4,71,michigan,south-dakota-state,56,13,,,
2012-2013,1,3,South,5,88,virginia-commonwealth,akron,42,12,,,
2012-2013,1,3,South,6,63,ucla,minnesota,83,11,,,
2012-2013,1,3,South,7,70,san-diego-state,oklahoma,55,10,,,
2012-2013,1,3,South,8,78,north-carolina,villanova,71,9,,,
2012-2013,1,4,East,1,83,indiana,james-madison,62,16,,,
2012-2013,1,4,East,2,78,miami-(fl),pacific,49,15,,,
2012-2013,1,4,East,3,59,marquette,davidson,58,14,,,
2012-2013,1,4,East,4,81,syracuse,montana,34,13,,,
2012-2013,1,4,East,5,61,nevada-las-vegas,california,64,12,,,
2012-2013,1,4,East,6,68,butler,bucknell,56,11,,,
2012-2013,1,4,East,7,57,illinois,colorado,49,10,,,
2012-2013,1,4,East,8,72,nc-state,temple,76,9,,,
2012-2013,2,1,Midwest,1,82,louisville,colorado-state,56,8,,,
2012-2013,2,1,Midwest,2,66,duke,creighton,50,7,,,
2012-2013,2,1,Midwest,3,70,michigan-state,memphis,48,6,,,
2012-2013,2,1,Midwest,4,57,saint-louis,oregon,74,12,,,
2012-2013,2,2,West,1,70,gonzaga,wichita-state,76,9,,,
2012-2013,2,2,West,2,78,ohio-state,iowa-state,75,10,,,
2012-2013,2,2,West,14,51,harvard,arizona,74,6,,,
2012-2013,2,2,West,13,76,la-salle,mississippi,74,12,,,
2012-2013,2,3,South,1,70,kansas,north-carolina,58,8,,,
2012-2013,2,3,South,15,81,florida-gulf-coast,san-diego-state,71,7,,,
2012-2013,2,3,South,3,78,florida,minnesota,64,11,,,
2012-2013,2,3,South,4,78,michigan,virginia-commonwealth,53,5,,,
2012-2013,2,4,East,1,58,indiana,temple,52,9,,,
2012-2013,2,4,East,2,63,miami-(fl),illinois,59,7,,,
2012-2013,2,4,East,3,74,marquette,butler,72,6,,,
2012-2013,2,4,East,4,66,syracuse,california,60,12,,,
2012-2013,3,1,Midwest,1,77,louisville,oregon,69,12,,,
2012-2013,3,1,Midwest,2,71,duke,michigan-state,61,3,,,
2012-2013,3,2,West,9,72,wichita-state,la-salle,58,13,,,
2012-2013,3,2,West,2,73,ohio-state,arizona,70,6,,,
2012-2013,3,3,South,1,85,kansas,michigan,87,4,,,
2012-2013,3,3,South,15,50,florida-gulf-coast,florida,62,3,,,
2012-2013,3,4,East,1,50,indiana,syracuse,61,4,,,
2012-2013,3,4,East,2,61,miami-(fl),marquette,71,3,,,
2012-2013,4,1,Midwest,1,85,louisville,duke,63,2,,,
2012-2013,4,2,West,9,70,wichita-state,ohio-state,66,2,,,
2012-2013,4,3,South,4,79,michigan,florida,59,3,,,
2012-2013,4,4,East,4,55,syracuse,marquette,39,3,,,
2012-2013,5,1,Final Four,1,72,louisville,wichita-state,68,9,,,
2012-2013,5,2,Final Four,4,61,michigan,syracuse,56,4,,,
2012-2013,6,1,Championship,1,82,louisville,michigan,76,4,,,
2013-2014,1,1,South,1,67,florida,albany-(ny),55,16,,,
2013-2014,1,1,South,2,80,kansas,eastern-kentucky,69,15,,,
2013-2014,1,1,South,3,77,syracuse,western-michigan,53,14,,,
2013-2014,1,1,South,4,76,ucla,tulsa,59,13,,,
2013-2014,1,1,South,5,75,virginia-commonwealth,stephen-f.-austin,77,12,,,
2013-2014,1,1,South,6,59,ohio-state,dayton,60,11,,,
2013-2014,1,1,South,7,53,new-mexico,stanford,58,10,,,
2013-2014,1,1,South,8,48,colorado,pittsburgh,77,9,,,
2013-2014,1,2,East,1,70,virginia,coastal-carolina,59,16,,,
2013-2014,1,2,East,2,73,villanova,milwaukee,53,15,,,
2013-2014,1,2,East,3,93,iowa-state,north-carolina-central,75,14,,,
2013-2014,1,2,East,4,93,michigan-state,delaware,78,13,,,
2013-2014,1,2,East,5,57,cincinnati,harvard,61,12,,,
2013-2014,1,2,East,6,79,north-carolina,providence,77,11,,,
2013-2014,1,2,East,7,89,connecticut,saint-joseph's,81,10,,,
2013-2014,1,2,East,8,71,memphis,george-washington,66,9,,,
2013-2014,1,3,West,1,88,arizona,weber-state,59,16,,,
2013-2014,1,3,West,2,75,wisconsin,american,35,15,,,
2013-2014,1,3,West,3,76,creighton,louisiana-lafayette,66,14,,,
2013-2014,1,3,West,4,73,san-diego-state,new-mexico-state,69,13,,,
2013-2014,1,3,West,5,75,oklahoma,north-dakota-state,80,12,,,
2013-2014,1,3,West,6,74,baylor,nebraska,60,11,,,
2013-2014,1,3,West,7,87,oregon,brigham-young,68,10,,,
2013-2014,1,3,West,8,85,gonzaga,oklahoma-state,77,9,,,
2013-2014,1,4,Midwest,1,64,wichita-state,cal-poly,37,16,,,
2013-2014,1,4,Midwest,2,57,michigan,wofford,40,15,,,
2013-2014,1,4,Midwest,3,71,duke,mercer,78,14,,,
2013-2014,1,4,Midwest,4,71,louisville,manhattan,64,13,,,
2013-2014,1,4,Midwest,5,83,saint-louis,nc-state,80,12,,,
2013-2014,1,4,Midwest,6,67,massachusetts,tennessee,86,11,,,
2013-2014,1,4,Midwest,7,87,texas,arizona-state,85,10,,,
2013-2014,1,4,Midwest,8,56,kentucky,kansas-state,49,9,,,
2013-2014,2,1,South,1,61,florida,pittsburgh,45,9,,,
2013-2014,2,1,South,2,57,kansas,stanford,60,10,,,
2013-2014,2,1,South,3,53,syracuse,dayton,55,11,,,
2013-2014,2,1,South,4,77,ucla,stephen-f.-austin,60,12,,,
2013-2014,2,2,East,1,78,virginia,memphis,60,8,,,
2013-2014,2,2,East,2,65,villanova,connecticut,77,7,,,
2013-2014,2,2,East,3,85,iowa-state,north-carolina,83,6,,,
2013-2014,2,2,East,4,80,michigan-state,harvard,73,12,,,
2013-2014,2,3,West,1,84,arizona,gonzaga,81,8,,,
2013-2014,2,3,West,2,85,wisconsin,oregon,77,7,,,
2013-2014,2,3,West,3,55,creighton,baylor,85,6,,,
2013-2014,2,3,West,4,63,san-diego-state,north-dakota-state,44,12,,,
2013-2014,2,4,Midwest,1,76,wichita-state,kentucky,78,8,,,
2013-2014,2,4,Midwest,2,79,michigan,texas,65,7,,,
2013-2014,2,4,Midwest,14,63,mercer,tennessee,83,11,,,
2013-2014,2,4,Midwest,4,66,louisville,saint-louis,51,5,,,
2013-2014,3,1,South,1,79,florida,ucla,68,4,,,
2013-2014,3,1,South,10,72,stanford,dayton,82,11,,,
2013-2014,3,2,East,1,59,virginia,michigan-state,61,4,,,
2013-2014,3,2,East,7,81,connecticut,iowa-state,76,3,,,
2013-2014,3,3,West,1,70,arizona,san-diego-state,64,4,,,
2013-2014,3,3,West,2,69,wisconsin,baylor,52,6,,,
2013-2014,3,4,Midwest,8,74,kentucky,louisville,69,4,,,
2013-2014,3,4,Midwest,2,73,michigan,tennessee,71,11,,,
2013-2014,4,1,South,1,62,florida,dayton,52,11,,,
2013-2014,4,2,East,4,54,michigan-state,connecticut,60,7,,,
2013-2014,4,3,West,1,63,arizona,wisconsin,64,2,,,
2013-2014,4,4,Midwest,8,75,kentucky,michigan,72,2,,,
2013-2014,5,1,Final Four,1,53,florida,connecticut,63,7,,,
2013-2014,5,2,Final Four,2,73,wisconsin,kentucky,74,8,,,
2013-2014,6,1,Championship,7,60,connecticut,kentucky,54,8,,,
2014-2015,1,1,Midwest,1,79,kentucky,hampton,56,16,,,
2014-2015,1,1,Midwest,2,75,kansas,new-mexico-state,56,15,,,
2014-2015,1,1,Midwest,3,69,notre-dame,northeastern,65,14,,,
2014-2015,1,1,Midwest,4,65,maryland,valparaiso,62,13,,,
2014-2015,1,1,Midwest,5,68,west-virginia,buffalo,62,12,,,
2014-2015,1,1,Midwest,6,56,butler,texas,48,11,,,
2014-2015,1,1,Midwest,7,81,wichita-state,indiana,76,10,,,
2014-2015,1,1,Midwest,8,66,cincinnati,purdue,65,9,,,
2014-2015,1,2,West,1,86,wisconsin,coastal-carolina,72,16,,,
2014-2015,1,2,West,2,93,arizona,texas-southern,72,15,,,
2014-2015,1,2,West,3,56,baylor,georgia-state,57,14,,,
2014-2015,1,2,West,4,67,north-carolina,harvard,65,13,,,
2014-2015,1,2,West,5,56,arkansas,wofford,53,12,,,
2014-2015,1,2,West,6,76,xavier,mississippi,57,11,,,
2014-2015,1,2,West,7,72,virginia-commonwealth,ohio-state,75,10,,,
2014-2015,1,2,West,8,79,oregon,oklahoma-state,73,9,,,
2014-2015,1,3,East,1,93,villanova,lafayette,52,16,,,
2014-2015,1,3,East,2,79,virginia,belmont,67,15,,,
2014-2015,1,3,East,3,69,oklahoma,albany-(ny),60,14,,,
2014-2015,1,3,East,4,57,louisville,uc-irvine,55,13,,,
2014-2015,1,3,East,5,71,northern-iowa,wyoming,54,12,,,
2014-2015,1,3,East,6,53,providence,dayton,66,11,,,
2014-2015,1,3,East,7,70,michigan-state,georgia,63,10,,,
2014-2015,1,3,East,8,66,nc-state,louisiana-state,65,9,,,
2014-2015,1,4,South,1,85,duke,robert-morris,56,16,,,
2014-2015,1,4,South,2,86,gonzaga,north-dakota-state,76,15,,,
2014-2015,1,4,South,3,59,iowa-state,uab,60,14,,,
2014-2015,1,4,South,4,84,georgetown,eastern-washington,74,13,,,
2014-2015,1,4,South,5,57,utah,stephen-f.-austin,50,12,,,
2014-2015,1,4,South,6,59,southern-methodist,ucla,60,11,,,
2014-2015,1,4,South,7,83,iowa,davidson,52,10,,,
2014-2015,1,4,South,8,76,san-diego-state,st.-john's-(ny),64,9,,,
2014-2015,2,1,Midwest,1,64,kentucky,cincinnati,51,8,,,
2014-2015,2,1,Midwest,2,65,kansas,wichita-state,78,7,,,
2014-2015,2,1,Midwest,3,67,notre-dame,butler,64,6,,,
2014-2015,2,1,Midwest,4,59,maryland,west-virginia,69,5,,,
2014-2015,2,2,West,1,72,wisconsin,oregon,65,8,,,
2014-2015,2,2,West,2,73,arizona,ohio-state,58,10,,,
2014-2015,2,2,West,14,67,georgia-state,xavier,75,6,,,
2014-2015,2,2,West,4,87,north-carolina,arkansas,78,5,,,
2014-2015,2,3,East,1,68,villanova,nc-state,71,8,,,
2014-2015,2,3,East,2,54,virginia,michigan-state,60,7,,,
2014-2015,2,3,East,3,72,oklahoma,dayton,66,11,,,
2014-2015,2,3,East,4,66,louisville,northern-iowa,53,5,,,
2014-2015,2,4,South,1,68,duke,san-diego-state,49,8,,,
2014-2015,2,4,South,2,87,gonzaga,iowa,68,7,,,
2014-2015,2,4,South,14,75,uab,ucla,92,11,,,
2014-2015,2,4,South,4,64,georgetown,utah,75,5,,,
2014-2015,3,1,Midwest,1,78,kentucky,west-virginia,39,5,,,
2014-2015,3,1,Midwest,7,70,wichita-state,notre-dame,81,3,,,
2014-2015,3,2,West,1,79,wisconsin,north-carolina,72,4,,,
2014-2015,3,2,West,2,68,arizona,xavier,60,6,,,
2014-2015,3,3,East,8,65,nc-state,louisville,75,4,,,
2014-2015,3,3,East,7,62,michigan-state,oklahoma,58,3,,,
2014-2015,3,4,South,1,63,duke,utah,57,5,,,
2014-2015,3,4,South,2,74,gonzaga,ucla,62,11,,,
2014-2015,4,1,Midwest,1,68,kentucky,notre-dame,66,3,,,
2014-2015,4,2,West,1,85,wisconsin,arizona,78,2,,,
2014-2015,4,3,East,4,70,louisville,michigan-state,76,7,,,
2014-2015,4,4,South,1,66,duke,gonzaga,52,2,,,
2014-2015,5,1,Final Four,1,64,kentucky,wisconsin,71,1,,,
2014-2015,5,2,Final Four,7,61,michigan-state,duke,81,1,,,
2014-2015,6,1,Championship,1,63,wisconsin,duke,68,1,,,
2015-2016,1,1,South,1,105,kansas,austin-peay,79,16,,,
2015-2016,1,1,South,2,86,villanova,unc-asheville,56,15,,,
2015-2016,1,1,South,3,79,miami-(fl),buffalo,72,14,,,
2015-2016,1,1,South,4,66,california,hawaii,77,13,,,
2015-2016,1,1,South,5,79,maryland,south-dakota-state,74,12,,,
2015-2016,1,1,South,6,55,arizona,wichita-state,65,11,,,
2015-2016,1,1,South,7,72,iowa,temple,70,10,,,
2015-2016,1,1,South,8,67,colorado,connecticut,74,9,,,
2015-2016,1,2,West,1,91,oregon,holy-cross,52,16,,,
2015-2016,1,2,West,2,82,oklahoma,cal-state-bakersfield,68,15,,,
2015-2016,1,2,West,3,92,texas-a&m,green-bay,65,14,,,
2015-2016,1,2,West,4,93,duke,unc-wilmington,85,13,,,
2015-2016,1,2,West,5,75,baylor,yale,79,12,,,
2015-2016,1,2,West,6,72,texas,northern-iowa,75,11,,,
2015-2016,1,2,West,7,67,oregon-state,virginia-commonwealth,75,10,,,
2015-2016,1,2,West,8,78,saint-joseph's,cincinnati,76,9,,,
2015-2016,1,3,East,1,83,north-carolina,florida-gulf-coast,67,16,,,
2015-2016,1,3,East,2,71,xavier,weber-state,53,15,,,
2015-2016,1,3,East,3,56,west-virginia,stephen-f.-austin,70,14,,,
2015-2016,1,3,East,4,85,kentucky,stony-brook,57,13,,,
2015-2016,1,3,East,5,99,indiana,chattanooga,74,12,,,
2015-2016,1,3,East,6,70,notre-dame,michigan,63,11,,,
2015-2016,1,3,East,7,47,wisconsin,pittsburgh,43,10,,,
2015-2016,1,3,East,8,69,southern-california,providence,70,9,,,
2015-2016,1,4,Midwest,1,81,virginia,hampton,45,16,,,
2015-2016,1,4,Midwest,2,81,michigan-state,middle-tennessee,90,15,,,
2015-2016,1,4,Midwest,3,80,utah,fresno-state,69,14,,,
2015-2016,1,4,Midwest,4,94,iowa-state,iona,81,13,,,
2015-2016,1,4,Midwest,5,83,purdue,little-rock,85,12,,,
2015-2016,1,4,Midwest,6,52,seton-hall,gonzaga,68,11,,,
2015-2016,1,4,Midwest,7,51,dayton,syracuse,70,10,,,
2015-2016,1,4,Midwest,8,61,texas-tech,butler,71,9,,,
2015-2016,2,1,South,1,73,kansas,connecticut,61,9,,,
2015-2016,2,1,South,2,87,villanova,iowa,68,7,,,
2015-2016,2,1,South,3,65,miami-(fl),wichita-state,57,11,,,
2015-2016,2,1,South,13,60,hawaii,maryland,73,5,,,
2015-2016,2,2,West,1,69,oregon,saint-joseph's,64,8,,,
2015-2016,2,2,West,2,85,oklahoma,virginia-commonwealth,81,10,,,
2015-2016,2,2,West,3,92,texas-a&m,northern-iowa,88,11,,,
2015-2016,2,2,West,4,71,duke,yale,64,12,,,
2015-2016,2,3,East,1,85,north-carolina,providence,66,9,,,
2015-2016,2,3,East,2,63,xavier,wisconsin,66,7,,,
2015-2016,2,3,East,14,75,stephen-f.-austin,notre-dame,76,6,,,
2015-2016,2,3,East,4,67,kentucky,indiana,73,5,,,
2015-2016,2,4,Midwest,1,77,virginia,butler,69,9,,,
2015-2016,2,4,Midwest,15,50,middle-tennessee,syracuse,75,10,,,
2015-2016,2,4,Midwest,3,59,utah,gonzaga,82,11,,,
2015-2016,2,4,Midwest,4,78,iowa-state,little-rock,61,12,,,
2015-2016,3,1,South,1,79,kansas,maryland,63,5,,,
2015-2016,3,1,South,2,92,villanova,miami-(fl),69,3,,,
2015-2016,3,2,West,1,82,oregon,duke,68,4,,,
2015-2016,3,2,West,2,77,oklahoma,texas-a&m,63,3,,,
2015-2016,3,3,East,1,101,north-carolina,indiana,86,5,,,
2015-2016,3,3,East,7,56,wisconsin,notre-dame,61,6,,,
2015-2016,3,4,Midwest,1,84,virginia,iowa-state,71,4,,,
2015-2016,3,4,Midwest,10,63,syracuse,gonzaga,60,11,,,
2015-2016,4,1,South,1,59,kansas,villanova,64,2,,,
2015-2016,4,2,West,1,68,oregon,oklahoma,80,2,,,
2015-2016,4,3,East,1,88,north-carolina,notre-dame,74,6,,,
2015-2016,4,4,Midwest,1,62,virginia,syracuse,68,10,,,
2015-2016,5,1,Final Four,2,95,villanova,oklahoma,51,2,,,
2015-2016,5,2,Final Four,1,83,north-carolina,syracuse,66,10,,,
2015-2016,6,1,Championship,2,77,villanova,north-carolina,74,1,,,
2016-2017,1,1,East,1,76,villanova,mount-st.-mary's,56,16,,,
2016-2017,1,1,East,2,87,duke,troy,65,15,,,
2016-2017,1,1,East,3,91,baylor,new-mexico-state,73,14,,,
2016-2017,1,1,East,4,80,florida,east-tennessee-state,65,13,,,
2016-2017,1,1,East,5,76,virginia,unc-wilmington,71,12,,,
2016-2017,1,1,East,6,65,southern-methodist,southern-california,66,11,,,
2016-2017,1,1,East,7,93,south-carolina,marquette,73,10,,,
2016-2017,1,1,East,8,84,wisconsin,virginia-tech,74,9,,,
2016-2017,1,2,West,1,66,gonzaga,south-dakota-state,46,16,,,
2016-2017,1,2,West,2,100,arizona,north-dakota,82,15,,,
2016-2017,1,2,West,3,86,florida-state,florida-gulf-coast,80,14,,,
2016-2017,1,2,West,4,86,west-virginia,bucknell,80,13,,,
2016-2017,1,2,West,5,60,notre-dame,princeton,58,12,,,
2016-2017,1,2,West,6,65,maryland,xavier,76,11,,,
2016-2017,1,2,West,7,85,saint-mary's-(ca),virginia-commonwealth,77,10,,,
2016-2017,1,2,West,8,68,northwestern,vanderbilt,66,9,,,
2016-2017,1,3,Midwest,1,100,kansas,uc-davis,62,16,,,
2016-2017,1,3,Midwest,2,78,louisville,jacksonville-state,63,15,,,
2016-2017,1,3,Midwest,3,93,oregon,iona,77,14,,,
2016-2017,1,3,Midwest,4,80,purdue,vermont,70,13,,,
2016-2017,1,3,Midwest,5,84,iowa-state,nevada,73,12,,,
2016-2017,1,3,Midwest,6,72,creighton,rhode-island,84,11,,,
2016-2017,1,3,Midwest,7,92,michigan,oklahoma-state,91,10,,,
2016-2017,1,3,Midwest,8,58,miami-(fl),michigan-state,78,9,,,
2016-2017,1,4,South,1,103,north-carolina,texas-southern,64,16,,,
2016-2017,1,4,South,2,79,kentucky,northern-kentucky,70,15,,,
2016-2017,1,4,South,3,97,ucla,kent-state,80,14,,,
2016-2017,1,4,South,4,76,butler,winthrop,64,13,,,
2016-2017,1,4,South,5,72,minnesota,middle-tennessee,81,12,,,
2016-2017,1,4,South,6,75,cincinnati,kansas-state,61,11,,,
2016-2017,1,4,South,7,58,dayton,wichita-state,64,10,,,
2016-2017,1,4,South,8,77,arkansas,seton-hall,71,9,,,
2016-2017,2,1,East,1,62,villanova,wisconsin,65,8,,,
2016-2017,2,1,East,2,81,duke,south-carolina,88,7,,,
2016-2017,2,1,East,3,82,baylor,southern-california,78,11,,,
2016-2017,2,1,East,4,65,florida,virginia,39,5,,,
2016-2017,2,2,West,1,79,gonzaga,northwestern,73,8,,,
2016-2017,2,2,West,2,69,arizona,saint-mary's-(ca),60,7,,,
2016-2017,2,2,West,3,66,florida-state,xavier,91,11,,,
2016-2017,2,2,West,4,83,west-virginia,notre-dame,71,5,,,
2016-2017,2,3,Midwest,1,90,kansas,michigan-state,70,9,,,
2016-2017,2,3,Midwest,2,69,louisville,michigan,73,7,,,
2016-2017,2,3,Midwest,3,75,oregon,rhode-island,72,11,,,
2016-2017,2,3,Midwest,4,80,purdue,iowa-state,76,5,,,
2016-2017,2,4,South,1,72,north-carolina,arkansas,65,8,,,
2016-2017,2,4,South,2,65,kentucky,wichita-state,62,10,,,
2016-2017,2,4,South,3,79,ucla,cincinnati,67,6,,,
2016-2017,2,4,South,4,74,butler,middle-tennessee,65,12,,,
2016-2017,3,1,East,8,83,wisconsin,florida,84,4,,,
2016-2017,3,1,East,7,70,south-carolina,baylor,50,3,,,
2016-2017,3,2,West,1,61,gonzaga,west-virginia,58,4,,,
2016-2017,3,2,West,2,71,arizona,xavier,73,11,,,
2016-2017,3,3,Midwest,1,98,kansas,purdue,66,4,,,
2016-2017,3,3,Midwest,7,68,michigan,oregon,69,3,,,
2016-2017,3,4,South,1,92,north-carolina,butler,80,4,,,
2016-2017,3,4,South,2,86,kentucky,ucla,75,3,,,
2016-2017,4,1,East,4,70,florida,south-carolina,77,7,,,
2016-2017,4,2,West,1,83,gonzaga,xavier,59,11,,,
2016-2017,4,3,Midwest,1,60,kansas,oregon,74,3,,,
2016-2017,4,4,South,1,75,north-carolina,kentucky,73,2,,,
2016-2017,5,1,Final Four,7,73,south-carolina,gonzaga,77,1,,,
2016-2017,5,2,Final Four,3,76,oregon,north-carolina,77,1,,,
2016-2017,6,1,Championship,1,65,gonzaga,north-carolina,71,1,,,
2017-2018,1,1,South,1,54,virginia,maryland-baltimore-county,74,16,,,
2017-2018,1,1,South,2,68,cincinnati,georgia-state,53,15,,,
2017-2018,1,1,South,3,73,tennessee,wright-state,47,14,,,
2017-2018,1,1,South,4,68,arizona,buffalo,89,13,,,
2017-2018,1,1,South,5,78,kentucky,davidson,73,12,,,
2017-2018,1,1,South,6,62,miami-(fl),loyola-(il),64,11,,,
2017-2018,1,1,South,7,87,nevada,texas,83,10,,,
2017-2018,1,1,South,8,59,creighton,kansas-state,69,9,,,
2017-2018,1,2,West,1,102,xavier,texas-southern,83,16,,,
2017-2018,1,2,West,2,84,north-carolina,lipscomb,66,15,,,
2017-2018,1,2,West,3,61,michigan,montana,47,14,,,
2017-2018,1,2,West,4,68,gonzaga,unc-greensboro,64,13,,,
2017-2018,1,2,West,5,81,ohio-state,south-dakota-state,73,12,,,
2017-2018,1,2,West,6,67,houston,san-diego-state,65,11,,,
2017-2018,1,2,West,7,73,texas-a&m,providence,69,10,,,
2017-2018,1,2,West,8,54,missouri,florida-state,67,9,,,
2017-2018,1,3,East,1,87,villanova,radford,61,16,,,
2017-2018,1,3,East,2,74,purdue,cal-state-fullerton,48,15,,,
2017-2018,1,3,East,3,70,texas-tech,stephen-f.-austin,60,14,,,
2017-2018,1,3,East,4,75,wichita-state,marshall,81,13,,,
2017-2018,1,3,East,5,85,west-virginia,murray-state,68,12,,,
2017-2018,1,3,East,6,77,florida,st.-bonaventure,62,11,,,
2017-2018,1,3,East,7,62,arkansas,butler,79,10,,,
2017-2018,1,3,East,8,83,virginia-tech,alabama,86,9,,,
2017-2018,1,4,Midwest,1,76,kansas,pennsylvania,60,16,,,
2017-2018,1,4,Midwest,2,89,duke,iona,67,15,,,
2017-2018,1,4,Midwest,3,82,michigan-state,bucknell,78,14,,,
2017-2018,1,4,Midwest,4,62,auburn,college-of-charleston,58,13,,,
2017-2018,1,4,Midwest,5,79,clemson,new-mexico-state,68,12,,,
2017-2018,1,4,Midwest,6,52,tcu,syracuse,57,11,,,
2017-2018,1,4,Midwest,7,83,rhode-island,oklahoma,78,10,,,
2017-2018,1,4,Midwest,8,94,seton-hall,nc-state,83,9,,,
2017-2018,2,1,South,16,43,maryland-baltimore-county,kansas-state,50,9,,,
2017-2018,2,1,South,2,73,cincinnati,nevada,75,7,,,
2017-2018,2,1,South,3,62,tennessee,loyola-(il),63,11,,,
2017-2018,2,1,South,13,75,buffalo,kentucky,95,5,,,
2017-2018,2,2,West,1,70,xavier,florida-state,75,9,,,
2017-2018,2,2,West,2,65,north-carolina,texas-a&m,86,7,,,
2017-2018,2,2,West,3,64,michigan,houston,63,6,,,
2017-2018,2,2,West,4,90,gonzaga,ohio-state,84,5,,,
2017-2018,2,3,East,1,81,villanova,alabama,58,9,,,
2017-2018,2,3,East,2,76,purdue,butler,73,10,,,
2017-2018,2,3,East,3,69,texas-tech,florida,66,6,,,
2017-2018,2,3,East,13,71,marshall,west-virginia,94,5,,,
2017-2018,2,4,Midwest,1,83,kansas,seton-hall,79,8,,,
